"","scientific.name","common.name","iconic.taxon.name","observed.on","place.guess","latitude","longitude","positional.accuracy","user.id","captive.cultivated","url","image.url"
"822","Pandion haliaetus","osprey","Aves","2022-08-22","Norumbega Mountain, Mt Desert, ME 04660, United States",44.3240714,-68.2956013,1552,2740046,"false","https://www.inaturalist.org/observations/132210623","https://inaturalist-open-data.s3.amazonaws.com/photos/225110148/medium.jpeg"
"823","Melanoplus mancus","smith's spur-throat grasshopper","Insecta","2022-08-22","Norumbega Mountain, Mt Desert, ME 04660, United States",44.3240714,-68.2956013,1552,2740046,"false","https://www.inaturalist.org/observations/132209022","https://inaturalist-open-data.s3.amazonaws.com/photos/225106585/medium.jpeg"
"824","Acer rubrum","red maple","Plantae","2022-08-22","Norumbega Mountain, Mt Desert, ME 04660, United States",44.3240714,-68.2956013,1552,2740046,"false","https://www.inaturalist.org/observations/132209020","https://inaturalist-open-data.s3.amazonaws.com/photos/225106436/medium.jpeg"
"825","Cladonia stellaris","star-tipped reindeer lichen","Fungi","2022-08-24","Mt Desert, ME 04660, USA",44.3127666667,-68.2795888889,NA,316327,"false","https://www.inaturalist.org/observations/132208755","https://inaturalist-open-data.s3.amazonaws.com/photos/225109301/medium.jpeg"
"826","Tremella mesenterica","witch's butter","Fungi","2022-08-24","Acadia National Park, Southwest Harbor, ME, US",44.2273520677,-68.3195093686,173,5772289,"false","https://www.inaturalist.org/observations/132205682","https://inaturalist-open-data.s3.amazonaws.com/photos/225102561/medium.jpg"
"827","Lasallia papulosa","common toadskin lichen","Fungi","2022-08-24","Acadia National Park, Southwest Harbor, ME, US",44.3101596002,-68.3470260208,156,5772289,"false","https://www.inaturalist.org/observations/132205587","https://inaturalist-open-data.s3.amazonaws.com/photos/225102395/medium.jpg"
"828","Gaultheria procumbens","eastern teaberry","Plantae","2022-08-22","Norumbega Mountain, Mt Desert, ME 04660, USA",44.3240714,-68.2956013,1552,2740046,"false","https://www.inaturalist.org/observations/132203078","https://inaturalist-open-data.s3.amazonaws.com/photos/225097241/medium.jpeg"
"829","Cladonia maxima","giant cladonia lichen","Fungi","2022-08-24","Acadia National Park, Mount Desert, ME, US",44.3224814301,-68.3643209902,1461,5803924,"false","https://www.inaturalist.org/observations/132201921","https://inaturalist-open-data.s3.amazonaws.com/photos/225095108/medium.jpg"
"830","Necrophila americana","american carrion beetle","Insecta","2022-08-24","Acadia National Park, Mount Desert, ME, US",44.3270980836,-68.3770614454,1457,5803924,"false","https://www.inaturalist.org/observations/132201078","https://inaturalist-open-data.s3.amazonaws.com/photos/225093679/medium.jpg"
"831","Lycomorpha pholus","black-and-yellow lichen moth","Insecta","2022-08-24","Acadia National Park, Southwest Harbor, ME, US",44.3133101606,-68.3581942016,454,5803924,"false","https://www.inaturalist.org/observations/132200932","https://inaturalist-open-data.s3.amazonaws.com/photos/225093294/medium.jpg"
"832","Ascophyllum nodosum","knotted wrack","Chromista","2022-08-24","Skillings River, Bar Harbor, ME, US",44.3967155368,-68.2111842838,5,2479023,"false","https://www.inaturalist.org/observations/132186071","https://static.inaturalist.org/photos/225066115/medium.jpg"
"833","Lycomorpha pholus","black-and-yellow lichen moth","Insecta","2022-08-24","Bar Harbor, ME 04609, USA",44.3532457568,-68.223643899,8,550423,"false","https://www.inaturalist.org/observations/132183144","https://inaturalist-open-data.s3.amazonaws.com/photos/225060872/medium.jpeg"
"834","Castor canadensis","american beaver","Mammalia","2022-08-24","Mt Desert, ME 04660, USA",44.3306099769,-68.2570994273,863,5234188,"false","https://www.inaturalist.org/observations/132176198","https://static.inaturalist.org/photos/225048110/medium.jpeg"
"835","Rosa rugosa","rugosa rose","Plantae","2022-08-24","Acadia National Park, Bar Harbor, ME, US",44.329690517,-68.1836115188,130,1910545,"false","https://www.inaturalist.org/observations/132175282","https://inaturalist-open-data.s3.amazonaws.com/photos/225046578/medium.jpg"
"836","Umbilicaria mammulata","smooth rock tripe","Fungi","2022-08-24","Acadia National Park, Southwest Harbor, ME, US",44.3067391058,-68.3593601928,132,5803924,"false","https://www.inaturalist.org/observations/132165206","https://inaturalist-open-data.s3.amazonaws.com/photos/225028436/medium.jpg"
"837","Cladonia maxima","giant cladonia lichen","Fungi","2022-08-22","Norumbega Mountain, Mt Desert, ME 04660, United States",44.3240714,-68.2956013,1552,2740046,"false","https://www.inaturalist.org/observations/132150353","https://inaturalist-open-data.s3.amazonaws.com/photos/224999798/medium.jpeg"
"838","Lithobates palustris","pickerel frog","Amphibia","2022-08-22","Norumbega Mountain, Mt Desert, ME 04660, United States",44.3240714,-68.2956013,1552,2740046,"false","https://www.inaturalist.org/observations/132150350","https://inaturalist-open-data.s3.amazonaws.com/photos/224999787/medium.jpeg"
"839","Lysimachia borealis","northern starflower","Plantae","2022-08-22","Norumbega Mountain, Mt Desert, ME 04660, United States",44.3240714,-68.2956013,1552,2740046,"false","https://www.inaturalist.org/observations/132150348","https://inaturalist-open-data.s3.amazonaws.com/photos/224999660/medium.jpeg"
"840","Mitchella repens","partridgeberry","Plantae","2022-08-22","Norumbega Mountain, Mt Desert, ME 04660, United States",44.3240714,-68.2956013,1552,2740046,"false","https://www.inaturalist.org/observations/132149140","https://inaturalist-open-data.s3.amazonaws.com/photos/224998966/medium.jpeg"
"841","Acer pensylvanicum","striped maple","Plantae","2022-08-22","Norumbega Mountain, Mt Desert, ME 04660, United States",44.3240714,-68.2956013,1552,2740046,"false","https://www.inaturalist.org/observations/132149139","https://inaturalist-open-data.s3.amazonaws.com/photos/224998805/medium.jpeg"
"842","Aralia nudicaulis","wild sarsaparilla","Plantae","2022-08-22","Norumbega Mountain, Mt Desert, ME 04660, United States",44.3240714,-68.2956013,1552,2740046,"false","https://www.inaturalist.org/observations/132149138","https://inaturalist-open-data.s3.amazonaws.com/photos/224998712/medium.jpeg"
"843","Maianthemum canadense","canada mayflower","Plantae","2022-08-22","Norumbega Mountain, Mt Desert, ME 04660, United States",44.3240714,-68.2956013,1552,2740046,"false","https://www.inaturalist.org/observations/132149132","https://inaturalist-open-data.s3.amazonaws.com/photos/224998629/medium.jpeg"
"844","Thamnophis sirtalis","common garter snake","Reptilia","2022-08-22","Norumbega Mountain, Mt Desert, ME 04660, United States",44.3240714,-68.2956013,1552,2740046,"false","https://www.inaturalist.org/observations/132149126","https://inaturalist-open-data.s3.amazonaws.com/photos/224998006/medium.jpeg"
"845","Dryocampa rubicunda","rosy maple moth","Insecta","2022-08-22","Norumbega Mountain, Mt Desert, ME 04660, United States",44.3240714,-68.2956013,1552,2740046,"false","https://www.inaturalist.org/observations/132148202","https://inaturalist-open-data.s3.amazonaws.com/photos/224997315/medium.jpeg"
"846","Thuja occidentalis","northern whitecedar","Plantae","2022-08-22","Norumbega Mountain, Mt Desert, ME 04660, United States",44.3240714,-68.2956013,1552,2740046,"false","https://www.inaturalist.org/observations/132148201","https://inaturalist-open-data.s3.amazonaws.com/photos/224997055/medium.jpeg"
"847","Metrobates hesperius","","Insecta","2022-08-22","Norumbega Mountain, Mt Desert, ME 04660, United States",44.3240714,-68.2956013,1552,2740046,"false","https://www.inaturalist.org/observations/132147766","https://inaturalist-open-data.s3.amazonaws.com/photos/224996269/medium.jpeg"
"848","Comptonia peregrina","sweetfern","Plantae","2022-08-22","Norumbega Mountain, Mt Desert, ME 04660, United States",44.3240714,-68.2956013,1552,2740046,"false","https://www.inaturalist.org/observations/132147762","https://inaturalist-open-data.s3.amazonaws.com/photos/224996135/medium.jpeg"
"849","Thuja occidentalis","northern whitecedar","Plantae","2022-08-23","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3239769619,-68.2608344034,30,2479023,"false","https://www.inaturalist.org/observations/132147549","https://static.inaturalist.org/photos/224996405/medium.jpg"
"850","Cladonia stellaris","star-tipped reindeer lichen","Fungi","2022-08-23","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3243401079,-68.2609666698,5,2479023,"false","https://www.inaturalist.org/observations/132147524","https://static.inaturalist.org/photos/224996352/medium.jpg"
"851","Dryobates villosus","hairy woodpecker","Aves","2022-08-22","Norumbega Mountain, Mt Desert, ME 04660, United States",44.3240714,-68.2956013,1552,2740046,"false","https://www.inaturalist.org/observations/132147390","https://inaturalist-open-data.s3.amazonaws.com/photos/224995562/medium.jpeg"
"852","Lobaria pulmonaria","tree lungwort","Fungi","2022-08-22","Norumbega Mountain, Mt Desert, ME 04660, United States",44.3240714,-68.2956013,1552,2740046,"false","https://www.inaturalist.org/observations/132147386","https://inaturalist-open-data.s3.amazonaws.com/photos/224995196/medium.jpeg"
"853","Sitta canadensis","red-breasted nuthatch","Aves","2022-08-22","Norumbega Mountain, Mt Desert, ME 04660, United States",44.3240714,-68.2956013,1552,2740046,"false","https://www.inaturalist.org/observations/132147382","https://inaturalist-open-data.s3.amazonaws.com/photos/224995128/medium.jpeg"
"854","Fomitopsis betulina","birch polypore","Fungi","2022-08-22","Norumbega Mountain, Mt Desert, ME 04660, USA",44.3240714,-68.2956013,1552,2740046,"false","https://www.inaturalist.org/observations/132146786","https://inaturalist-open-data.s3.amazonaws.com/photos/224993825/medium.jpeg"
"855","Pontederia cordata","pickerelweed","Plantae","2022-08-22","Norumbega Mountain, Mt Desert, ME 04660, USA",44.3240714,-68.2956013,1552,2740046,"false","https://www.inaturalist.org/observations/132146783","https://inaturalist-open-data.s3.amazonaws.com/photos/224993737/medium.jpeg"
"856","Thuja occidentalis","northern whitecedar","Plantae","2022-08-22","Birch Harbor, ME, US",44.3667533333,-68.0520695,5,3634893,"false","https://www.inaturalist.org/observations/132084295","https://inaturalist-open-data.s3.amazonaws.com/photos/224880171/medium.jpg"
"857","Pteridium aquilinum","common bracken","Plantae","2022-08-22","Birch Harbor, ME, US",44.3640033333,-68.04245,30,3634893,"false","https://www.inaturalist.org/observations/132083344","https://inaturalist-open-data.s3.amazonaws.com/photos/224878173/medium.jpg"
"858","Viburnum opulus","guelder-rose","Plantae","2022-08-23","Acadia National Park, Bar Harbor, ME, US",44.31797,-68.1914883333,10,3634893,"false","https://www.inaturalist.org/observations/132082500","https://inaturalist-open-data.s3.amazonaws.com/photos/224876581/medium.jpg"
"859","Apocynum androsaemifolium","spreading dogbane","Plantae","2022-08-23","Acadia National Park, Bar Harbor, ME, US",44.320345,-68.1891166667,5,3634893,"false","https://www.inaturalist.org/observations/132081819","https://inaturalist-open-data.s3.amazonaws.com/photos/224875418/medium.jpg"
"860","Cornus canadensis","canadian bunchberry","Plantae","2022-08-22","Birch Harbor, ME, US",44.3640466667,-68.04325,10,3634893,"false","https://www.inaturalist.org/observations/132080885","https://inaturalist-open-data.s3.amazonaws.com/photos/224873717/medium.jpg"
"861","Tanacetum vulgare","tansy","Plantae","2022-08-23","Acadia National Park, Bar Harbor, ME, US",44.3272883333,-68.185455,5,3634893,"false","https://www.inaturalist.org/observations/132068361","https://inaturalist-open-data.s3.amazonaws.com/photos/224849253/medium.jpg"
"862","Pontederia cordata","pickerelweed","Plantae","2022-08-23","Acadia National Park, Mount Desert, ME, US",44.3220466667,-68.25473,5,3634893,"false","https://www.inaturalist.org/observations/132068004","https://inaturalist-open-data.s3.amazonaws.com/photos/224848379/medium.jpg"
"863","Toxomerus marginatus","margined calligrapher","Insecta","2022-08-23","Acadia National Park, Winter Harbor, ME, US",44.33433,-68.05175,4,1091552,"false","https://www.inaturalist.org/observations/132058888","https://inaturalist-open-data.s3.amazonaws.com/photos/224831254/medium.jpg"
"864","Viburnum cassinoides","northern wild raisin","Plantae","2022-08-23","Acadia National Park, Southwest Harbor, ME, US",44.2327392693,-68.3254890314,300,1910545,"false","https://www.inaturalist.org/observations/132020592","https://inaturalist-open-data.s3.amazonaws.com/photos/224761771/medium.jpg"
"865","Ganoderma tsugae","hemlock varnish shelf","Fungi","2022-08-23","Acadia National Park, Bar Harbor, ME, US",44.3673283333,-68.2137966667,34,5787077,"false","https://www.inaturalist.org/observations/132015041","https://inaturalist-open-data.s3.amazonaws.com/photos/224785764/medium.jpg"
"866","Monotropa uniflora","ghost pipe","Plantae","2022-08-23","Acadia National Park, Bar Harbor, ME, US",44.3631961802,-68.2093733736,237,6024596,"false","https://www.inaturalist.org/observations/132011101","https://inaturalist-open-data.s3.amazonaws.com/photos/224989065/medium.jpg"
"867","Pelecinus polyturator","american pelecinid wasp","Insecta","2022-08-22","Bar Harbor, ME 04609, USA",44.3625626333,-68.2081608474,15,550423,"false","https://www.inaturalist.org/observations/132000097","https://inaturalist-open-data.s3.amazonaws.com/photos/224723735/medium.jpeg"
"868","Cupido comyntas","eastern tailed-blue","Insecta","2022-08-22","Schoodic Institute",44.336174478,-68.0595185235,182,256926,"false","https://www.inaturalist.org/observations/131962458","https://inaturalist-open-data.s3.amazonaws.com/photos/224653000/medium.jpeg"
"869","Comptonia peregrina","sweetfern","Plantae","2022-08-22","Acadia National Park, Bass Harbor, ME, US",44.2402083333,-68.3038783333,4,2846903,"false","https://www.inaturalist.org/observations/131958959","https://inaturalist-open-data.s3.amazonaws.com/photos/224646530/medium.jpg"
"870","Pontederia cordata","pickerelweed","Plantae","2022-08-22","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3357999716,-68.1919851155,390,4229344,"false","https://www.inaturalist.org/observations/131953464","https://inaturalist-open-data.s3.amazonaws.com/photos/224769263/medium.jpg"
"871","Lithobates clamitans","green frog","Amphibia","2022-08-22","Jordan Pond Path Trailhead",44.3229493207,-68.2537107915,177,3627576,"false","https://www.inaturalist.org/observations/131946189","https://inaturalist-open-data.s3.amazonaws.com/photos/224621867/medium.jpeg"
"872","Cornus canadensis","canadian bunchberry","Plantae","2022-08-22","Acadia National Park, Southwest Harbor, ME, US",44.2310616667,-68.323525,4,3179966,"false","https://www.inaturalist.org/observations/131939310","https://inaturalist-open-data.s3.amazonaws.com/photos/224726373/medium.jpg"
"873","Viburnum cassinoides","northern wild raisin","Plantae","2022-08-22","Acadia National Park, Hancock County, US-ME, US",44.3363138563,-68.0593410115,295,2955050,"false","https://www.inaturalist.org/observations/131936018","https://inaturalist-open-data.s3.amazonaws.com/photos/224602484/medium.jpg"
"874","Comptonia peregrina","sweetfern","Plantae","2022-08-22","Acadia National Park, Hancock County, US-ME, US",44.3368575766,-68.0602721263,168,2955050,"false","https://www.inaturalist.org/observations/131935961","https://inaturalist-open-data.s3.amazonaws.com/photos/224602410/medium.jpg"
"875","Danaus plexippus","monarch","Insecta","2022-08-22","Parque Nacional Acadia, Bar Harbor, ME, US",44.3975977321,-68.2093139459,5,3045809,"false","https://www.inaturalist.org/observations/131905525","https://inaturalist-open-data.s3.amazonaws.com/photos/224544433/medium.jpg"
"876","Aralia nudicaulis","wild sarsaparilla","Plantae","2022-08-22","Northeast Harbor, ME 04662, USA",44.31336207,-68.28411588,11,3020288,"false","https://www.inaturalist.org/observations/131892051","https://inaturalist-open-data.s3.amazonaws.com/photos/224519201/medium.jpeg"
"877","Junco hyemalis","dark-eyed junco","Aves","2022-08-28","Southwest Harbor, ME, USA",44.2451472222,-68.3087388889,NA,272228,"false","https://www.inaturalist.org/observations/132853160","https://inaturalist-open-data.s3.amazonaws.com/photos/226199583/medium.jpg"
"878","Carcinus maenas","european green crab","Animalia","2022-08-28","Nicatous Lake, Acadia National Park, Hancock County, US-ME, US",44.221763,-68.336826,NA,3665545,"false","https://www.inaturalist.org/observations/132727737","https://static.inaturalist.org/photos/226006533/medium.jpeg"
"879","Somateria mollissima","common eider","Aves","2022-08-26","Acadia National Park, Southwest Harbor, ME, US",44.2428302371,-68.2994934561,54,4016353,"false","https://www.inaturalist.org/observations/132569705","https://inaturalist-open-data.s3.amazonaws.com/photos/225751376/medium.jpg"
"880","Somateria mollissima","common eider","Aves","2022-08-24","Acadia National Park, Bass Harbor, ME, US",44.2426008514,-68.2995158187,143,4016353,"false","https://www.inaturalist.org/observations/132569675","https://inaturalist-open-data.s3.amazonaws.com/photos/225751291/medium.jpg"
"881","Melanoplus bivittatus","two-striped grasshopper","Insecta","2022-08-27","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.37777051,-68.24928048,3,3665545,"false","https://www.inaturalist.org/observations/132557503","https://static.inaturalist.org/photos/225727993/medium.jpeg"
"882","Metridium senile","plumose anemone","Animalia","2022-08-27","Southwest Harbor",44.2218399048,-68.3366928101,133,665563,"false","https://www.inaturalist.org/observations/132553775","https://inaturalist-open-data.s3.amazonaws.com/photos/225720771/medium.jpeg"
"883","Cichorium intybus","chicory","Plantae","2022-08-26","Farview Dr, Birch Harbor, ME, US",44.3805366667,-68.0658861667,4,4014426,"false","https://www.inaturalist.org/observations/132485736","https://inaturalist-open-data.s3.amazonaws.com/photos/225609981/medium.jpg"
"884","Tringa melanoleuca","greater yellowlegs","Aves","2022-08-25","Frazer Point, Winter Harbor, ME 04693, USA",44.3756358,-68.0747287,1550,256926,"false","https://www.inaturalist.org/observations/132485048","https://inaturalist-open-data.s3.amazonaws.com/photos/225608294/medium.jpg"
"885","Cercyonis pegala","common wood-nymph","Insecta","2022-08-25","9 Atterbury Cir, Winter Harbor, ME 04693, USA",44.336171,-68.0595186,182,256926,"false","https://www.inaturalist.org/observations/132485046","https://inaturalist-open-data.s3.amazonaws.com/photos/225608240/medium.jpg"
"886","Larus marinus","great black-backed gull","Aves","2022-08-25","Schoodic Point, Winter Harbor, ME 04693, USA",44.3323493,-68.0610361,1551,256926,"false","https://www.inaturalist.org/observations/132485045","https://inaturalist-open-data.s3.amazonaws.com/photos/225608201/medium.jpg"
"887","Lycaena phlaeas","small copper","Insecta","2022-08-22","9 Atterbury Cir, Winter Harbor, ME 04693, USA",44.336171,-68.0595186,182,256926,"false","https://www.inaturalist.org/observations/132485040","https://inaturalist-open-data.s3.amazonaws.com/photos/225608154/medium.jpg"
"888","Vanessa virginiensis","american lady","Insecta","2022-08-22","9 Atterbury Cir, Winter Harbor, ME 04693, USA",44.336171,-68.0595186,182,256926,"false","https://www.inaturalist.org/observations/132485039","https://inaturalist-open-data.s3.amazonaws.com/photos/225608102/medium.jpg"
"889","Ilex mucronata","mountain holly","Plantae","2022-08-26","Acadia National Park, Birch Harbor, ME, US",44.3365216667,-68.0639805,5,3634893,"false","https://www.inaturalist.org/observations/132483307","https://inaturalist-open-data.s3.amazonaws.com/photos/225604921/medium.jpg"
"890","Onoclea sensibilis","sensitive fern","Plantae","2022-08-26","Acadia National Park, Birch Harbor, ME, US",44.3401616667,-68.0639638333,10,3634893,"false","https://www.inaturalist.org/observations/132482242","https://inaturalist-open-data.s3.amazonaws.com/photos/225602992/medium.jpg"
"891","Abies balsamea","balsam fir","Plantae","2022-08-26","Acadia National Park, Birch Harbor, ME, US",44.33602,-68.0666416667,5,3634893,"false","https://www.inaturalist.org/observations/132481833","https://inaturalist-open-data.s3.amazonaws.com/photos/225602303/medium.jpg"
"892","Comptonia peregrina","sweetfern","Plantae","2022-08-26","Acadia National Park, Mount Desert, ME, US",44.3091414941,-68.2293922949,2346,5803924,"false","https://www.inaturalist.org/observations/132466496","https://inaturalist-open-data.s3.amazonaws.com/photos/225574305/medium.jpg"
"893","Linaria vulgaris","common toadflax","Plantae","2022-08-26","Acadia National Park, Mount Desert, ME, US",44.3108044239,-68.227054244,3,5803924,"false","https://www.inaturalist.org/observations/132465683","https://inaturalist-open-data.s3.amazonaws.com/photos/225574254/medium.jpg"
"894","Trifolium aureum","large hop clover","Plantae","2022-08-25","Acadia National Park, Bar Harbor, ME, US",44.3909383333,-68.2292166667,13,5324414,"false","https://www.inaturalist.org/observations/132463794","https://static.inaturalist.org/photos/225569294/medium.jpg"
"895","Viburnum cassinoides","northern wild raisin","Plantae","2022-08-25","Acadia National Park, Bar Harbor, ME, US",44.3886866667,-68.2243583333,17,5324414,"false","https://www.inaturalist.org/observations/132463345","https://static.inaturalist.org/photos/225568571/medium.jpg"
"896","Apios americana","american groundnut","Plantae","2022-08-26","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3629543728,-68.2076376991,5,1365546,"false","https://www.inaturalist.org/observations/132459200","https://inaturalist-open-data.s3.amazonaws.com/photos/225560669/medium.jpg"
"897","Lobelia cardinalis","cardinal flower","Plantae","2022-08-26","Acadia National Park, Bar Harbor, ME, US",44.3625145639,-68.2082283218,10,1365546,"false","https://www.inaturalist.org/observations/132457004","https://inaturalist-open-data.s3.amazonaws.com/photos/225556978/medium.jpg"
"898","Osmunda claytoniana","interrupted fern","Plantae","2022-08-26","Acadia National Park, Bar Harbor, ME, US",44.3630082837,-68.2089302557,10,1365546,"false","https://www.inaturalist.org/observations/132456506","https://inaturalist-open-data.s3.amazonaws.com/photos/225556760/medium.jpg"
"899","Dryobates villosus","hairy woodpecker","Aves","2022-08-24","Acadia National Park, Bar Harbor, ME, US",44.3319366667,-68.1868533333,4,3678226,"false","https://www.inaturalist.org/observations/132450503","https://static.inaturalist.org/photos/225546067/medium.jpg"
"900","Larus marinus","great black-backed gull","Aves","2022-08-26","Acadia National Park, Southwest Harbor, ME, US",44.2287402623,-68.3109063165,188,1910545,"false","https://www.inaturalist.org/observations/132449023","https://inaturalist-open-data.s3.amazonaws.com/photos/225542816/medium.jpg"
"901","Monotropa uniflora","ghost pipe","Plantae","2022-08-26","Acadia National Park, Bar Harbor, ME, US",44.3665995263,-68.2127740794,10,1365546,"false","https://www.inaturalist.org/observations/132446377","https://inaturalist-open-data.s3.amazonaws.com/photos/225552316/medium.jpg"
"902","Egretta thula","snowy egret","Aves","2022-08-26","Mount Desert Island, Southwest Harbor, ME, US",44.2546398845,-68.3406226945,286,1910545,"false","https://www.inaturalist.org/observations/132409839","https://inaturalist-open-data.s3.amazonaws.com/photos/225484872/medium.jpg"
"903","Tringa melanoleuca","greater yellowlegs","Aves","2022-08-26","Mount Desert Island, Southwest Harbor, ME, US",44.254028237,-68.3407182765,132,1910545,"false","https://www.inaturalist.org/observations/132409288","https://inaturalist-open-data.s3.amazonaws.com/photos/225483920/medium.jpg"
"904","Araneus diadematus","cross orbweaver","Arachnida","2022-08-26","Mt Desert, ME 04660, USA",44.31034303,-68.20403735,7,2588518,"false","https://www.inaturalist.org/observations/132408903","https://static.inaturalist.org/photos/225483725/medium.jpeg"
"905","Lobelia cardinalis","cardinal flower","Plantae","2022-08-26","Bar Harbor, ME 04609, USA",44.3317182188,-68.1859323755,761,5234188,"false","https://www.inaturalist.org/observations/132402588","https://static.inaturalist.org/photos/225471349/medium.jpeg"
"906","Thamnophis sirtalis","common garter snake","Reptilia","2022-08-25","Acadia National Park, Bar Harbor, ME, US",44.3535583333,-68.188675,81,3493286,"false","https://www.inaturalist.org/observations/132393124","https://inaturalist-open-data.s3.amazonaws.com/photos/225453996/medium.jpg"
"907","Orgyia leucostigma","white-marked tussock moth","Insecta","2022-08-25","Acadia National Park, Mount Desert, ME, US",44.3209616667,-68.253425,5,3634893,"false","https://www.inaturalist.org/observations/132354053","https://inaturalist-open-data.s3.amazonaws.com/photos/225379059/medium.jpg"
"908","Acer pensylvanicum","striped maple","Plantae","2022-08-25","Acadia National Park, Mount Desert, ME, US",44.3151883333,-68.2538383333,10,3634893,"false","https://www.inaturalist.org/observations/132353882","https://inaturalist-open-data.s3.amazonaws.com/photos/225378722/medium.jpg"
"909","Danaus plexippus","monarch","Insecta","2022-08-25","Acadia National Park, Bar Harbor, ME, US",44.3502583333,-68.2301033333,5,3634893,"false","https://www.inaturalist.org/observations/132352839","https://inaturalist-open-data.s3.amazonaws.com/photos/225376677/medium.jpg"
"910","Speyeria cybele","great spangled fritillary","Insecta","2022-08-25","Acadia National Park, Bar Harbor, ME, US",44.3503216667,-68.230155,5,3634893,"false","https://www.inaturalist.org/observations/132352801","https://inaturalist-open-data.s3.amazonaws.com/photos/225376581/medium.jpg"
"911","Vanessa virginiensis","american lady","Insecta","2022-08-25","Acadia National Park, Bar Harbor, ME, US",44.3526627541,-68.2248478029,137,3634893,"false","https://www.inaturalist.org/observations/132352522","https://inaturalist-open-data.s3.amazonaws.com/photos/225376073/medium.jpg"
"912","Euphrasia nemorosa","common eyebright","Plantae","2022-08-25","Acadia National Park, Bar Harbor, ME, US",44.3526,-68.22303,50,3634893,"false","https://www.inaturalist.org/observations/132350507","https://inaturalist-open-data.s3.amazonaws.com/photos/225372791/medium.jpg"
"913","Pseudochorthippus curtipennis","marsh meadow grasshopper","Insecta","2022-08-25","Schoodic Institute",44.3361708809,-68.0595185235,182,5442272,"false","https://www.inaturalist.org/observations/132348645","https://inaturalist-open-data.s3.amazonaws.com/photos/225369396/medium.jpeg"
"914","Erethizon dorsatum","north american porcupine","Mammalia","2022-08-25","Winter Harbor, ME 04693, USA",44.3350531307,-68.0610433593,8,6065143,"false","https://www.inaturalist.org/observations/132341041","https://static.inaturalist.org/photos/225354743/medium.jpeg"
"915","Danaus plexippus","monarch","Insecta","2022-08-25","Winter Harbor, ME 04693, USA",44.3350305884,-68.0610276014,7,6065143,"false","https://www.inaturalist.org/observations/132340981","https://static.inaturalist.org/photos/225354607/medium.jpeg"
"916","Impatiens capensis","common jewelweed","Plantae","2022-08-25","Mount Desert Island, Southwest Harbor, ME, US",44.2990826865,-68.3184680694,620,5803924,"false","https://www.inaturalist.org/observations/132326154","https://inaturalist-open-data.s3.amazonaws.com/photos/225326088/medium.jpg"
"917","Popillia japonica","japanese beetle","Insecta","2022-08-25","Acadia National Park, Birch Harbor, ME, US",44.3352529716,-68.0607973568,24,6066806,"false","https://www.inaturalist.org/observations/132314554","https://inaturalist-open-data.s3.amazonaws.com/photos/225304993/medium.jpg"
"918","Harmonia axyridis","asian lady beetle","Insecta","2022-08-25","Acadia National Park, Birch Harbor, ME, US",44.3353283333,-68.0603638333,3,6066800,"false","https://www.inaturalist.org/observations/132313485","https://inaturalist-open-data.s3.amazonaws.com/photos/225303138/medium.jpg"
"919","Cupido comyntas","eastern tailed-blue","Insecta","2022-08-25","Acadia National Park, Birch Harbor, ME, US",44.335255,-68.0608583333,4,6066800,"false","https://www.inaturalist.org/observations/132313457","https://inaturalist-open-data.s3.amazonaws.com/photos/225303058/medium.jpg"
"920","Argiope trifasciata","banded garden spider","Arachnida","2022-08-25","Acadia National Park, Birch Harbor, ME, US",44.3354116667,-68.0595778333,8,6066800,"false","https://www.inaturalist.org/observations/132313240","https://inaturalist-open-data.s3.amazonaws.com/photos/225302662/medium.jpg"
"921","Popillia japonica","japanese beetle","Insecta","2022-08-25","Acadia National Park, Birch Harbor, ME, US",44.3356204882,-68.0621975304,1725,6066794,"false","https://www.inaturalist.org/observations/132313184","https://inaturalist-open-data.s3.amazonaws.com/photos/225302547/medium.jpg"
"922","Roeseliana roeselii","roesel's bush-cricket","Insecta","2022-08-25","Acadia National Park, Birch Harbor, ME, US",44.3361383333,-68.05935,35,6066800,"false","https://www.inaturalist.org/observations/132313002","https://inaturalist-open-data.s3.amazonaws.com/photos/225302148/medium.jpg"
"923","Cisseps fulvicollis","yellow-collared scape moth","Insecta","2022-08-25","Acadia National Park, Birch Harbor, ME, US",44.3355,-68.0594861667,4,6066807,"false","https://www.inaturalist.org/observations/132312928","https://inaturalist-open-data.s3.amazonaws.com/photos/225301985/medium.jpg"
"924","Popillia japonica","japanese beetle","Insecta","2022-08-25","Acadia National Park, Birch Harbor, ME, US",44.3352166667,-68.0613721667,14,6066796,"false","https://www.inaturalist.org/observations/132312904","https://inaturalist-open-data.s3.amazonaws.com/photos/225301919/medium.jpg"
"925","Coenonympha california","common ringlet","Insecta","2022-08-25","Acadia National Park, Birch Harbor, ME, US",44.33533,-68.0595166667,8,6066798,"false","https://www.inaturalist.org/observations/132312877","https://inaturalist-open-data.s3.amazonaws.com/photos/225301862/medium.jpg"
